train_no,origin,destination,departure_date,departure_time,seat_class,count_of_nett_sales
G1226,Karawang,Halim,28/01/2025,10:59:00 AM,Premium Economy Class,23.0
G1231,Padalarang,Tegalluar,28/01/2025,1:35:00 PM,Premium Economy Class,11.0
G1226,Tegalluar,Halim,28/01/2025,10:20:00 AM,Business Class,5.0
G1258,Padalarang,Halim,28/01/2025,8:23:00 PM,First Class,16.0
G1225,Halim,Padalarang,28/01/2025,10:20:00 AM,Premium Economy Class,293.0
G1260,Tegalluar,Halim,28/01/2025,8:30:00 PM,Premium Economy Class,94.0
G1250,Padalarang,Halim,28/01/2025,6:43:00 PM,First Class,14.0
G1217,Halim,Tegalluar,28/01/2025,8:13:00 AM,Business Class,7.0
G1254,Tegalluar,Halim,28/01/2025,7:15:00 PM,Business Class,6.0
G1237,Halim,Padalarang,28/01/2025,3:35:00 PM,Premium Economy Class,181.0
G1214,Padalarang,Halim,28/01/2025,7:48:00 AM,First Class,0.0
G1223,Halim,Tegalluar,28/01/2025,9:40:00 AM,Business Class,7.0
G1276,Padalarang,Halim,28/01/2025,2:48:00 PM,First Class,9.0
G1216,Tegalluar,Halim,28/01/2025,7:55:00 AM,Business Class,1.0
G1259,Halim,Tegalluar,28/01/2025,8:30:00 PM,Premium Economy Class,74.0
G1238,Tegalluar,Karawang,29/01/2025,3:35:00 PM,Premium Economy Class,9.0
G1222,Tegalluar,Halim,29/01/2025,9:10:00 AM,Business Class,7.0
G1222,Tegalluar,Padalarang,29/01/2025,9:10:00 AM,Premium Economy Class,4.0
G1276,Padalarang,Halim,29/01/2025,2:48:00 PM,Premium Economy Class,406.0
G1233,Halim,Tegalluar,29/01/2025,2:02:00 PM,Business Class,6.0
G1254,Padalarang,Halim,29/01/2025,7:33:00 PM,Business Class,19.0
G1254,Padalarang,Halim,29/01/2025,7:33:00 PM,Premium Economy Class,451.0
G1214,Padalarang,Halim,29/01/2025,7:48:00 AM,First Class,0.0
G1258,Karawang,Halim,29/01/2025,8:44:00 PM,Premium Economy Class,8.0
G1210,Tegalluar,Karawang,29/01/2025,6:40:00 AM,Premium Economy Class,1.0
G1248,Tegalluar,Halim,29/01/2025,6:00:00 PM,Premium Economy Class,142.0
G1242,Tegalluar,Karawang,29/01/2025,4:45:00 PM,Premium Economy Class,16.0
G1237,Halim,Tegalluar,29/01/2025,3:35:00 PM,First Class,3.0
G1217,Karawang,Padalarang,29/01/2025,8:30:00 AM,Premium Economy Class,2.0
G1246,Tegalluar,Halim,29/01/2025,5:35:00 PM,Premium Economy Class,100.0
G1275,Halim,Padalarang,29/01/2025,2:32:00 PM,Premium Economy Class,321.0
G1260,Padalarang,Halim,29/01/2025,8:48:00 PM,Business Class,12.0
G1238,Tegalluar,Halim,29/01/2025,3:35:00 PM,Premium Economy Class,69.0
G1241,Halim,Padalarang,29/01/2025,4:45:00 PM,Business Class,23.0
G1260,Padalarang,Halim,29/01/2025,8:48:00 PM,Premium Economy Class,390.0
G1248,Padalarang,Halim,29/01/2025,6:18:00 PM,First Class,13.0
G1221,Padalarang,Tegalluar,29/01/2025,9:43:00 AM,Premium Economy Class,6.0
G1229,Halim,Padalarang,29/01/2025,12:00:00 PM,Premium Economy Class,184.0
G1260,Tegalluar,Halim,29/01/2025,8:30:00 PM,Premium Economy Class,167.0
G1216,Padalarang,Halim,29/01/2025,8:13:00 AM,Business Class,15.0
G1223,Halim,Padalarang,29/01/2025,9:40:00 AM,Premium Economy Class,269.0
G1219,Halim,Padalarang,29/01/2025,8:45:00 AM,Premium Economy Class,165.0
G1274,Padalarang,Halim,29/01/2025,1:48:00 PM,Premium Economy Class,542.0
G1239,Halim,Tegalluar,29/01/2025,4:03:00 PM,Premium Economy Class,91.0
G1251,Karawang,Tegalluar,29/01/2025,7:00:00 PM,Premium Economy Class,6.0
G1238,Tegalluar,Halim,29/01/2025,3:35:00 PM,First Class,9.0
G1245,Karawang,Padalarang,29/01/2025,5:45:00 PM,Premium Economy Class,12.0
G1222,Tegalluar,Halim,29/01/2025,9:10:00 AM,Premium Economy Class,239.0
G1228,Padalarang,Halim,29/01/2025,11:13:00 AM,Premium Economy Class,390.0
G1238,Tegalluar,Padalarang,29/01/2025,3:35:00 PM,Premium Economy Class,2.0
G1219,Halim,Tegalluar,29/01/2025,8:45:00 AM,First Class,4.0
G1246,Tegalluar,Halim,29/01/2025,5:35:00 PM,First Class,11.0
G1233,Halim,Padalarang,29/01/2025,2:02:00 PM,Premium Economy Class,404.0
G1248,Padalarang,Halim,29/01/2025,6:18:00 PM,Business Class,29.0
G1222,Padalarang,Karawang,29/01/2025,9:28:00 AM,Premium Economy Class,3.0
G1242,Tegalluar,Halim,29/01/2025,4:45:00 PM,Premium Economy Class,49.0
G1238,Karawang,Halim,29/01/2025,4:14:00 PM,Premium Economy Class,18.0
G1210,Padalarang,Karawang,29/01/2025,6:58:00 AM,Premium Economy Class,5.0
G1237,Halim,Tegalluar,29/01/2025,3:35:00 PM,Business Class,3.0
G1231,Padalarang,Tegalluar,29/01/2025,1:35:00 PM,Premium Economy Class,8.0
G1222,Padalarang,Halim,29/01/2025,9:28:00 AM,Premium Economy Class,334.0
G1216,Tegalluar,Halim,29/01/2025,7:55:00 AM,Business Class,6.0
G1223,Halim,Tegalluar,29/01/2025,9:40:00 AM,Business Class,10.0
G1224,Tegalluar,Padalarang,29/01/2025,9:47:00 AM,Premium Economy Class,6.0
G1237,Padalarang,Tegalluar,29/01/2025,4:08:00 PM,Premium Economy Class,3.0
G1257,Karawang,Padalarang,29/01/2025,8:15:00 PM,Premium Economy Class,10.0
G1232,Tegalluar,Halim,29/01/2025,1:00:00 PM,Premium Economy Class,145.0
G1234,Tegalluar,Halim,29/01/2025,2:00:00 PM,First Class,4.0
G1206,Padalarang,Halim,29/01/2025,6:08:00 AM,Premium Economy Class,104.0
G1241,Halim,Tegalluar,29/01/2025,4:45:00 PM,Business Class,0.0
G1246,Padalarang,Halim,29/01/2025,5:53:00 PM,Premium Economy Class,544.0
G1216,Padalarang,Halim,29/01/2025,8:13:00 AM,Premium Economy Class,344.0
G1254,Tegalluar,Halim,29/01/2025,7:15:00 PM,First Class,2.0
G1246,Padalarang,Halim,29/01/2025,5:53:00 PM,Business Class,10.0
G1274,Padalarang,Halim,29/01/2025,1:48:00 PM,Business Class,30.0
G1215,Karawang,Padalarang,29/01/2025,8:05:00 AM,Premium Economy Class,30.0
G1275,Halim,Padalarang,29/01/2025,2:32:00 PM,First Class,10.0
G1253,Halim,Tegalluar,29/01/2025,7:08:00 PM,Premium Economy Class,83.0
G1226,Padalarang,Karawang,29/01/2025,10:38:00 AM,Premium Economy Class,29.0
G1260,Tegalluar,Halim,29/01/2025,8:30:00 PM,First Class,2.0
G1232,Padalarang,Halim,29/01/2025,1:18:00 PM,Business Class,26.0
G1237,Halim,Padalarang,29/01/2025,3:35:00 PM,Premium Economy Class,187.0
G1217,Halim,Tegalluar,29/01/2025,8:13:00 AM,Premium Economy Class,42.0
G1236,Padalarang,Halim,29/01/2025,3:18:00 PM,First Class,13.0
G1222,Karawang,Halim,29/01/2025,9:49:00 AM,Premium Economy Class,2.0
G1248,Tegalluar,Halim,29/01/2025,6:00:00 PM,Business Class,3.0
G1231,Halim,Tegalluar,29/01/2025,1:02:00 PM,Premium Economy Class,151.0
G1275,Halim,Padalarang,29/01/2025,2:32:00 PM,Business Class,19.0
G1242,Karawang,Halim,29/01/2025,5:24:00 PM,Premium Economy Class,25.0
G1234,Padalarang,Halim,29/01/2025,2:18:00 PM,Premium Economy Class,396.0
G1218,Tegalluar,Halim,29/01/2025,8:20:00 AM,First Class,7.0
G1219,Halim,Tegalluar,29/01/2025,8:45:00 AM,Business Class,2.0
G1237,Halim,Padalarang,29/01/2025,3:35:00 PM,First Class,2.0
G1240,Padalarang,Halim,29/01/2025,4:28:00 PM,Premium Economy Class,337.0
G1274,Tegalluar,Padalarang,29/01/2025,1:30:00 PM,Premium Economy Class,6.0
G1269,Halim,Padalarang,29/01/2025,11:30:00 AM,Premium Economy Class,264.0
G1228,Tegalluar,Halim,29/01/2025,10:55:00 AM,Premium Economy Class,172.0
G1274,Tegalluar,Halim,29/01/2025,1:30:00 PM,First Class,6.0
G1210,Tegalluar,Halim,29/01/2025,6:40:00 AM,Premium Economy Class,86.0
G1229,Halim,Padalarang,29/01/2025,12:00:00 PM,Business Class,23.0
G1269,Halim,Tegalluar,29/01/2025,11:30:00 AM,First Class,4.0
G1245,Halim,Padalarang,29/01/2025,5:28:00 PM,Business Class,11.0
G1222,Padalarang,Halim,29/01/2025,9:28:00 AM,First Class,7.0
G1217,Halim,Padalarang,29/01/2025,8:13:00 AM,Premium Economy Class,124.0
G1250,Padalarang,Halim,29/01/2025,6:43:00 PM,Premium Economy Class,328.0
G1217,Halim,Tegalluar,29/01/2025,8:13:00 AM,Business Class,2.0
G1225,Halim,Padalarang,29/01/2025,10:20:00 AM,Premium Economy Class,199.0
G1240,Tegalluar,Halim,29/01/2025,4:10:00 PM,Premium Economy Class,76.0
G1234,Tegalluar,Halim,29/01/2025,2:00:00 PM,Premium Economy Class,111.0
G1223,Halim,Tegalluar,29/01/2025,9:40:00 AM,Premium Economy Class,34.0
G1247,Halim,Padalarang,29/01/2025,6:00:00 PM,First Class,4.0
G1257,Padalarang,Tegalluar,29/01/2025,8:38:00 PM,Premium Economy Class,1.0
G1245,Halim,Padalarang,29/01/2025,5:28:00 PM,Premium Economy Class,190.0
G1211,Halim,Padalarang,29/01/2025,6:58:00 AM,Business Class,3.0
G1276,Tegalluar,Halim,29/01/2025,2:30:00 PM,Premium Economy Class,88.0
G1276,Tegalluar,Halim,29/01/2025,2:30:00 PM,First Class,2.0
G1253,Halim,Padalarang,29/01/2025,7:08:00 PM,Business Class,13.0
G1218,Tegalluar,Halim,29/01/2025,8:20:00 AM,Business Class,3.0
G1233,Halim,Padalarang,29/01/2025,2:02:00 PM,First Class,9.0
G1260,Tegalluar,Padalarang,29/01/2025,8:30:00 PM,Premium Economy Class,1.0
G1225,Halim,Padalarang,29/01/2025,10:20:00 AM,First Class,11.0
G1235,Padalarang,Tegalluar,29/01/2025,3:35:00 PM,Premium Economy Class,2.0
G1214,Padalarang,Halim,29/01/2025,7:48:00 AM,Business Class,2.0
G1227,Halim,Tegalluar,29/01/2025,10:55:00 AM,Premium Economy Class,87.0
G1239,Halim,Padalarang,29/01/2025,4:03:00 PM,Premium Economy Class,277.0
G1260,Padalarang,Halim,29/01/2025,8:48:00 PM,First Class,13.0
G1221,Halim,Tegalluar,29/01/2025,9:03:00 AM,First Class,1.0
G1221,Halim,Tegalluar,29/01/2025,9:03:00 AM,Business Class,6.0
G1251,Halim,Tegalluar,29/01/2025,6:43:00 PM,Business Class,2.0
G1206,Padalarang,Halim,29/01/2025,6:08:00 AM,Business Class,2.0
G1221,Halim,Padalarang,29/01/2025,9:03:00 AM,First Class,12.0
G1242,Padalarang,Halim,29/01/2025,5:03:00 PM,Premium Economy Class,414.0
G1259,Halim,Padalarang,29/01/2025,8:30:00 PM,Premium Economy Class,205.0
G1223,Padalarang,Tegalluar,29/01/2025,10:20:00 AM,Premium Economy Class,10.0
G1238,Padalarang,Halim,29/01/2025,3:53:00 PM,First Class,10.0
G1238,Padalarang,Halim,29/01/2025,3:53:00 PM,Premium Economy Class,413.0
G1225,Halim,Tegalluar,29/01/2025,10:20:00 AM,Premium Economy Class,88.0
G1232,Padalarang,Halim,29/01/2025,1:18:00 PM,Premium Economy Class,345.0
G1246,Padalarang,Halim,29/01/2025,5:53:00 PM,First Class,12.0
G1219,Halim,Padalarang,29/01/2025,8:45:00 AM,First Class,0.0
G1250,Tegalluar,Halim,29/01/2025,6:25:00 PM,Business Class,8.0
G1251,Halim,Karawang,29/01/2025,6:43:00 PM,Premium Economy Class,4.0
G1251,Halim,Tegalluar,29/01/2025,6:43:00 PM,Premium Economy Class,69.0
G1226,Padalarang,Halim,29/01/2025,10:38:00 AM,Premium Economy Class,462.0
G1269,Padalarang,Tegalluar,29/01/2025,12:03:00 PM,Premium Economy Class,2.0
G1250,Tegalluar,Halim,29/01/2025,6:25:00 PM,Premium Economy Class,106.0
G1257,Halim,Tegalluar,29/01/2025,7:58:00 PM,Premium Economy Class,70.0
G1227,Halim,Padalarang,29/01/2025,10:55:00 AM,Business Class,18.0
G1206,Tegalluar,Halim,29/01/2025,5:50:00 AM,Premium Economy Class,72.0
G1250,Tegalluar,Karawang,29/01/2025,6:25:00 PM,Premium Economy Class,4.0
G1236,Padalarang,Halim,29/01/2025,3:18:00 PM,Premium Economy Class,452.0
G1231,Halim,Tegalluar,29/01/2025,1:02:00 PM,First Class,6.0
G1236,Tegalluar,Halim,29/01/2025,3:00:00 PM,Business Class,1.0
G1215,Halim,Padalarang,29/01/2025,7:48:00 AM,Premium Economy Class,115.0
G1228,Padalarang,Halim,29/01/2025,11:13:00 AM,First Class,12.0
G1247,Halim,Padalarang,29/01/2025,6:00:00 PM,Business Class,15.0
G1234,Padalarang,Halim,29/01/2025,2:18:00 PM,First Class,11.0
G1245,Halim,Tegalluar,29/01/2025,5:28:00 PM,Premium Economy Class,57.0
G1218,Tegalluar,Karawang,29/01/2025,8:20:00 AM,Premium Economy Class,4.0
G1276,Tegalluar,Halim,29/01/2025,2:30:00 PM,Business Class,4.0
G1228,Tegalluar,Padalarang,29/01/2025,10:55:00 AM,Premium Economy Class,13.0
G1242,Tegalluar,Halim,29/01/2025,4:45:00 PM,First Class,5.0
G1214,Padalarang,Karawang,29/01/2025,7:48:00 AM,Premium Economy Class,1.0
G1226,Padalarang,Halim,29/01/2025,10:38:00 AM,First Class,12.0
G1221,Halim,Karawang,29/01/2025,9:03:00 AM,Premium Economy Class,19.0
G1240,Padalarang,Halim,29/01/2025,4:28:00 PM,Business Class,29.0
G1275,Padalarang,Tegalluar,29/01/2025,3:05:00 PM,Premium Economy Class,0.0
G1250,Padalarang,Karawang,29/01/2025,6:43:00 PM,Premium Economy Class,15.0
G1274,Padalarang,Halim,29/01/2025,1:48:00 PM,First Class,10.0
G1269,Halim,Tegalluar,29/01/2025,11:30:00 AM,Premium Economy Class,91.0
G1221,Halim,Padalarang,29/01/2025,9:03:00 AM,Premium Economy Class,226.0
G1218,Padalarang,Halim,29/01/2025,8:38:00 AM,Premium Economy Class,368.0
G1240,Tegalluar,Karawang,29/01/2025,4:10:00 PM,Premium Economy Class,3.0
G1250,Padalarang,Halim,29/01/2025,6:43:00 PM,First Class,13.0
G1211,Halim,Padalarang,29/01/2025,6:58:00 AM,Premium Economy Class,115.0
G1227,Halim,Padalarang,29/01/2025,10:55:00 AM,Premium Economy Class,442.0
G1240,Padalarang,Halim,29/01/2025,4:28:00 PM,First Class,16.0
G1210,Karawang,Halim,29/01/2025,7:19:00 AM,Premium Economy Class,0.0
G1224,Padalarang,Halim,29/01/2025,10:05:00 AM,Premium Economy Class,502.0
G1230,Padalarang,Halim,29/01/2025,12:18:00 PM,Premium Economy Class,472.0
G1221,Halim,Tegalluar,29/01/2025,9:03:00 AM,Premium Economy Class,32.0
G1214,Padalarang,Halim,29/01/2025,7:48:00 AM,Premium Economy Class,133.0
G1250,Tegalluar,Halim,29/01/2025,6:25:00 PM,First Class,5.0
G1214,Tegalluar,Karawang,29/01/2025,7:30:00 AM,Premium Economy Class,0.0
G1226,Padalarang,Halim,29/01/2025,10:38:00 AM,Business Class,14.0
G1224,Padalarang,Halim,29/01/2025,10:05:00 AM,First Class,16.0
G1239,Halim,Padalarang,29/01/2025,4:03:00 PM,First Class,5.0
G1257,Halim,Karawang,29/01/2025,7:58:00 PM,Premium Economy Class,3.0
G1276,Tegalluar,Padalarang,29/01/2025,2:30:00 PM,Premium Economy Class,2.0
G1234,Padalarang,Halim,29/01/2025,2:18:00 PM,Business Class,34.0
G1234,Tegalluar,Halim,29/01/2025,2:00:00 PM,Business Class,1.0
G1276,Padalarang,Halim,29/01/2025,2:48:00 PM,First Class,18.0
G1253,Karawang,Padalarang,29/01/2025,7:25:00 PM,Premium Economy Class,2.0
G1250,Tegalluar,Padalarang,29/01/2025,6:25:00 PM,Premium Economy Class,3.0
G1229,Halim,Padalarang,29/01/2025,12:00:00 PM,First Class,9.0
G1209,Halim,Padalarang,29/01/2025,6:40:00 AM,Business Class,3.0
G1258,Padalarang,Karawang,29/01/2025,8:23:00 PM,Premium Economy Class,34.0
G1224,Tegalluar,Halim,29/01/2025,9:47:00 AM,Premium Economy Class,150.0
G1276,Padalarang,Halim,29/01/2025,2:48:00 PM,Business Class,19.0
G1218,Padalarang,Karawang,29/01/2025,8:38:00 AM,Premium Economy Class,4.0
G1233,Halim,Tegalluar,29/01/2025,2:02:00 PM,Premium Economy Class,49.0
G1209,Halim,Padalarang,29/01/2025,6:40:00 AM,First Class,10.0
G1254,Tegalluar,Padalarang,29/01/2025,7:15:00 PM,Premium Economy Class,0.0
G1247,Padalarang,Tegalluar,29/01/2025,6:33:00 PM,Premium Economy Class,1.0
G1209,Halim,Padalarang,29/01/2025,6:40:00 AM,Premium Economy Class,118.0
G1217,Halim,Padalarang,29/01/2025,8:13:00 AM,Business Class,5.0
G1259,Halim,Padalarang,29/01/2025,8:30:00 PM,Business Class,3.0
G1231,Halim,Padalarang,29/01/2025,1:02:00 PM,Premium Economy Class,339.0
G1229,Halim,Tegalluar,29/01/2025,12:00:00 PM,First Class,6.0
G1214,Tegalluar,Halim,29/01/2025,7:30:00 AM,Premium Economy Class,72.0
G1235,Halim,Padalarang,29/01/2025,3:02:00 PM,Premium Economy Class,233.0
G1247,Halim,Tegalluar,29/01/2025,6:00:00 PM,Business Class,5.0
G1218,Tegalluar,Halim,29/01/2025,8:20:00 AM,Premium Economy Class,159.0
G1226,Tegalluar,Halim,29/01/2025,10:20:00 AM,Business Class,10.0
G1241,Halim,Padalarang,29/01/2025,4:45:00 PM,First Class,9.0
G1227,Halim,Padalarang,29/01/2025,10:55:00 AM,First Class,14.0
G1221,Karawang,Tegalluar,29/01/2025,9:20:00 AM,Premium Economy Class,6.0
G1238,Padalarang,Halim,29/01/2025,3:53:00 PM,Business Class,21.0
G1211,Halim,Tegalluar,29/01/2025,6:58:00 AM,Business Class,8.0
G1269,Halim,Padalarang,29/01/2025,11:30:00 AM,First Class,9.0
G1221,Halim,Padalarang,29/01/2025,9:03:00 AM,Business Class,11.0
G1224,Tegalluar,Halim,29/01/2025,9:47:00 AM,Business Class,5.0
G1228,Padalarang,Halim,29/01/2025,11:13:00 AM,Business Class,21.0
G1219,Halim,Padalarang,29/01/2025,8:45:00 AM,Business Class,15.0
G1247,Halim,Tegalluar,29/01/2025,6:00:00 PM,Premium Economy Class,208.0
G1251,Halim,Padalarang,29/01/2025,6:43:00 PM,First Class,4.0
G1254,Padalarang,Halim,29/01/2025,7:33:00 PM,First Class,14.0
G1224,Padalarang,Halim,29/01/2025,10:05:00 AM,Business Class,18.0
G1209,Halim,Tegalluar,29/01/2025,6:40:00 AM,Business Class,0.0
G1251,Halim,Padalarang,29/01/2025,6:43:00 PM,Business Class,0.0
G1253,Halim,Padalarang,29/01/2025,7:08:00 PM,Premium Economy Class,164.0
G1231,Halim,Padalarang,29/01/2025,1:02:00 PM,Business Class,19.0
G1248,Padalarang,Halim,29/01/2025,6:18:00 PM,Premium Economy Class,336.0
G1258,Tegalluar,Halim,29/01/2025,8:05:00 PM,First Class,2.0
G1231,Halim,Padalarang,29/01/2025,1:02:00 PM,First Class,10.0
G1232,Tegalluar,Halim,29/01/2025,1:00:00 PM,First Class,10.0
G1223,Halim,Tegalluar,29/01/2025,9:40:00 AM,First Class,10.0
G1259,Padalarang,Tegalluar,29/01/2025,9:03:00 PM,Premium Economy Class,3.0
G1233,Halim,Tegalluar,29/01/2025,2:02:00 PM,First Class,0.0
G1230,Tegalluar,Halim,29/01/2025,12:00:00 PM,Premium Economy Class,160.0
G1246,Tegalluar,Halim,29/01/2025,5:35:00 PM,Business Class,13.0
G1240,Padalarang,Karawang,29/01/2025,4:28:00 PM,Premium Economy Class,33.0
G1223,Karawang,Padalarang,29/01/2025,9:57:00 AM,Premium Economy Class,13.0
G1229,Halim,Tegalluar,29/01/2025,12:00:00 PM,Premium Economy Class,103.0
G1237,Halim,Padalarang,29/01/2025,3:35:00 PM,Business Class,20.0
G1211,Karawang,Padalarang,29/01/2025,7:15:00 AM,Premium Economy Class,13.0
G1233,Halim,Padalarang,29/01/2025,2:02:00 PM,Business Class,18.0
G1241,Halim,Padalarang,29/01/2025,4:45:00 PM,Premium Economy Class,186.0
G1217,Padalarang,Tegalluar,29/01/2025,8:53:00 AM,Premium Economy Class,1.0
G1258,Padalarang,Halim,29/01/2025,8:23:00 PM,First Class,12.0
G1225,Halim,Padalarang,29/01/2025,10:20:00 AM,Business Class,20.0
G1223,Halim,Padalarang,29/01/2025,9:40:00 AM,First Class,9.0
G1236,Tegalluar,Halim,29/01/2025,3:00:00 PM,Premium Economy Class,121.0
G1258,Padalarang,Halim,29/01/2025,8:23:00 PM,Premium Economy Class,421.0
G1274,Tegalluar,Halim,29/01/2025,1:30:00 PM,Premium Economy Class,104.0
G1222,Padalarang,Halim,29/01/2025,9:28:00 AM,Business Class,19.0
G1242,Padalarang,Karawang,29/01/2025,5:03:00 PM,Premium Economy Class,7.0
G1230,Padalarang,Halim,29/01/2025,12:18:00 PM,Business Class,18.0
G1258,Padalarang,Halim,29/01/2025,8:23:00 PM,Business Class,28.0
G1215,Karawang,Tegalluar,29/01/2025,8:05:00 AM,Premium Economy Class,7.0
G1211,Karawang,Tegalluar,29/01/2025,7:15:00 AM,Premium Economy Class,2.0
G1226,Tegalluar,Halim,29/01/2025,10:20:00 AM,Premium Economy Class,128.0
G1275,Halim,Tegalluar,29/01/2025,2:32:00 PM,Premium Economy Class,99.0
G1258,Tegalluar,Karawang,29/01/2025,8:05:00 PM,Premium Economy Class,3.0
G1226,Tegalluar,Halim,29/01/2025,10:20:00 AM,First Class,7.0
G1223,Karawang,Tegalluar,29/01/2025,9:57:00 AM,Premium Economy Class,17.0
G1250,Karawang,Halim,29/01/2025,7:04:00 PM,Premium Economy Class,13.0
G1260,Tegalluar,Halim,29/01/2025,8:30:00 PM,Business Class,14.0
G1257,Karawang,Tegalluar,29/01/2025,8:15:00 PM,Premium Economy Class,4.0
G1239,Karawang,Tegalluar,29/01/2025,4:20:00 PM,Premium Economy Class,8.0
G1239,Halim,Karawang,29/01/2025,4:03:00 PM,Premium Economy Class,29.0
G1254,Tegalluar,Halim,29/01/2025,7:15:00 PM,Business Class,5.0
G1223,Halim,Padalarang,29/01/2025,9:40:00 AM,Business Class,14.0
G1218,Padalarang,Halim,29/01/2025,8:38:00 AM,Business Class,23.0
G1240,Karawang,Halim,29/01/2025,4:49:00 PM,Premium Economy Class,27.0
G1238,Padalarang,Karawang,29/01/2025,3:53:00 PM,Premium Economy Class,32.0
G1269,Halim,Padalarang,29/01/2025,11:30:00 AM,Business Class,20.0
G1234,Tegalluar,Padalarang,29/01/2025,2:00:00 PM,Premium Economy Class,5.0
G1223,Halim,Karawang,29/01/2025,9:40:00 AM,Premium Economy Class,53.0
G1229,Halim,Tegalluar,29/01/2025,12:00:00 PM,Business Class,3.0
G1217,Karawang,Tegalluar,29/01/2025,8:30:00 AM,Premium Economy Class,2.0
G1236,Padalarang,Halim,29/01/2025,3:18:00 PM,Business Class,25.0
G1226,Tegalluar,Padalarang,29/01/2025,10:20:00 AM,Premium Economy Class,3.0
G1230,Padalarang,Halim,29/01/2025,12:18:00 PM,First Class,22.0
G1257,Halim,Padalarang,29/01/2025,7:58:00 PM,Business Class,2.0
G1242,Padalarang,Halim,29/01/2025,5:03:00 PM,First Class,14.0
G1240,Tegalluar,Halim,29/01/2025,4:10:00 PM,First Class,2.0
G1215,Halim,Tegalluar,29/01/2025,7:48:00 AM,Premium Economy Class,21.0
G1245,Halim,Tegalluar,29/01/2025,5:28:00 PM,Business Class,5.0
G1226,Karawang,Halim,29/01/2025,10:59:00 AM,Premium Economy Class,8.0
G1217,Halim,Padalarang,29/01/2025,8:13:00 AM,First Class,4.0
G1251,Halim,Padalarang,29/01/2025,6:43:00 PM,Premium Economy Class,175.0
G1222,Tegalluar,Karawang,29/01/2025,9:10:00 AM,Premium Economy Class,1.0
G1211,Halim,Tegalluar,29/01/2025,6:58:00 AM,Premium Economy Class,41.0
G1258,Tegalluar,Halim,29/01/2025,8:05:00 PM,Business Class,6.0
G1230,Tegalluar,Halim,29/01/2025,12:00:00 PM,Business Class,9.0
G1211,Halim,Karawang,29/01/2025,6:58:00 AM,Premium Economy Class,2.0
G1248,Tegalluar,Padalarang,29/01/2025,6:00:00 PM,Premium Economy Class,3.0
G1215,Halim,Padalarang,29/01/2025,7:48:00 AM,First Class,2.0
G1232,Tegalluar,Padalarang,29/01/2025,1:00:00 PM,Premium Economy Class,5.0
G1235,Halim,Padalarang,29/01/2025,3:02:00 PM,Business Class,8.0
G1209,Halim,Tegalluar,29/01/2025,6:40:00 AM,Premium Economy Class,54.0
G1221,Karawang,Padalarang,29/01/2025,9:20:00 AM,Premium Economy Class,2.0
G1230,Tegalluar,Padalarang,29/01/2025,12:00:00 PM,Premium Economy Class,1.0
G1247,Halim,Padalarang,29/01/2025,6:00:00 PM,Premium Economy Class,277.0
G1216,Tegalluar,Halim,29/01/2025,7:55:00 AM,First Class,8.0
G1246,Tegalluar,Padalarang,29/01/2025,5:35:00 PM,Premium Economy Class,16.0
G1224,Tegalluar,Halim,29/01/2025,9:47:00 AM,First Class,2.0
G1259,Halim,Tegalluar,29/01/2025,8:30:00 PM,Premium Economy Class,82.0
G1275,Halim,Tegalluar,29/01/2025,2:32:00 PM,Business Class,7.0
G1259,Halim,Padalarang,29/01/2025,8:30:00 PM,First Class,1.0
G1225,Halim,Tegalluar,29/01/2025,10:20:00 AM,First Class,4.0
G1225,Halim,Tegalluar,29/01/2025,10:20:00 AM,Business Class,11.0
G1218,Padalarang,Halim,29/01/2025,8:38:00 AM,First Class,9.0
G1237,Halim,Tegalluar,29/01/2025,3:35:00 PM,Premium Economy Class,58.0
G1235,Halim,Padalarang,29/01/2025,3:02:00 PM,First Class,5.0
G1231,Halim,Tegalluar,29/01/2025,1:02:00 PM,Business Class,8.0
G1254,Tegalluar,Halim,29/01/2025,7:15:00 PM,Premium Economy Class,103.0
G1215,Halim,Padalarang,29/01/2025,7:48:00 AM,Business Class,10.0
G1241,Halim,Tegalluar,29/01/2025,4:45:00 PM,Premium Economy Class,124.0
G1235,Halim,Tegalluar,29/01/2025,3:02:00 PM,Business Class,1.0
G1258,Tegalluar,Halim,29/01/2025,8:05:00 PM,Premium Economy Class,108.0
G1228,Tegalluar,Halim,29/01/2025,10:55:00 AM,First Class,1.0
G1226,Tegalluar,Karawang,29/01/2025,10:20:00 AM,Premium Economy Class,5.0
G1233,Padalarang,Tegalluar,29/01/2025,2:35:00 PM,Premium Economy Class,6.0
